track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4zMmqb0pYwX6b0qc0slCoT,Only Child,Tierra Whack,67.0,0vioXPjQ9v9dSkzw5xHrTQ,Only Child,2019-02-19,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.826,0.365,1.0,-7.024,1.0,0.0412,0.849,3.8e-06,0.186,0.802,85.244,239324
5oK98mpTJSU0iqLHN1hZ3y,22 (OVER S∞∞N),Bon Iver,59.0,1PgfRdl3lPyACfUGH4pquG,"22, A Million",2016-09-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.298,0.112,1.0,-15.765,1.0,0.0353,0.972,0.0823,0.0935,0.0972,86.786,168000
5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy,Rex Orange County,80.0,4D6BtgzCwuJx9omikqA8Rg,Loving Is Easy,2017-10-11,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.756,0.609,3.0,-7.927,1.0,0.0544,0.217,0.00474,0.096,0.537,117.023,155720
5zOnoB8FdZudDcPX4O8WqF,(No One Knows Me) Like the Piano,Sampha,63.0,2gUSWVHCOerKhJHZRwhVtN,Process,2017-02-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.621,0.199,10.0,-13.788,1.0,0.0344,0.976,0.00186,0.107,0.178,128.905,218160
6LxcPUqx6noURdA5qc4BAT,Motion Sickness,Phoebe Bridgers,67.0,0AkAmg94XyiHODJaiGHh9O,Stranger in the Alps,2017-09-22,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.652,0.545,1.0,-9.021,1.0,0.0358,0.774,0.0428,0.0847,0.626,107.019,229760
56dIfld2EW00CPbB3zA6GE,Kaputt,Destroyer,49.0,4WtvNVR7QeHUZGtHth9zND,Kaputt,2011-01-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.647,0.721,4.0,-8.918,1.0,0.0341,0.0755,0.121,0.169,0.546,109.967,377973
6WmIyn2fx1PKQ0XDpYj4VR,Love It If We Made It,The 1975,73.0,6PWXKiakqhI17mTYM4y6oY,A Brief Inquiry Into Online Relationships,2018-11-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.472,0.745,4.0,-5.297,1.0,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926
6CTG85NJI1Wm60pxTSRNwL,Never Catch Me,Flying Lotus,60.0,29luvT98TnqHjVDYSRbbrj,You're Dead!,2014-10-06,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.526,0.936,8.0,-4.576,1.0,0.263,0.316,0.000384,0.261,0.283,81.305,234487
6cqXhzuVIH4Hm2CkF7ZN21,Helicopter,Deerhunter,56.0,1HUMjB15ARg96KIypcGzYY,Halcyon Digest,2010-09-27,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.504,0.718,4.0,-7.202,1.0,0.039,0.219,0.503,0.257,0.418,73.984,298173
68rdZO4AcPakdi2zaS7kPI,I'm Not Part of Me,Cloud Nothings,44.0,3NNSJt3gWSmPmnjCwZyLA5,Here and Nowhere Else,2014-04-01,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.389,0.955,1.0,-4.962,1.0,0.0599,0.0524,0.652,0.0815,0.431,86.927,275309
5iK8GmW2uiPuUc5CtkZrIK,Downtown,Majical Cloudz,53.0,2xF3ioefFdZrOg9zUBU5hb,Are You Alone?,2015-10-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.382,0.283,6.0,-9.357,1.0,0.0292,0.786,0.00478,0.111,0.0441,95.3,249063
6qsArsTq6WoqtUFUe1e15W,Airplanes,Local Natives,49.0,2cIpJDijNEoHv88jJKwDID,Gorilla Manor,2010-02-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.588,0.529,2.0,-7.838,1.0,0.0242,0.534,0.0683,0.126,0.591,95.971,237933
1CLmFKW99S8eJrebO3GB04,No Woman,Whitney,65.0,5yMCA6HdFAeL1aqUjxO3MO,Light Upon the Lake,2016-06-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.581,0.4,2.0,-8.739,1.0,0.0291,0.893,0.576,0.161,0.433,112.331,237973
3j5DVpcCELigVZrmwGOw3X,Cruel,St. Vincent,55.0,1Lci4bx7JIuCC8pnBNX7ds,Strange Mercy,2011-09-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.57,0.704,1.0,-8.32,1.0,0.0314,0.0104,0.446,0.0905,0.437,115.037,214987
781V2Y5LPtcpgONEOadadE,Get Got,Death Grips,58.0,1PQDjdBpHPikAodJqjzm6a,The Money Store,2012-04-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.57,0.993,7.0,-3.757,1.0,0.337,0.00628,0.00796,0.0876,0.405,87.0,171867
2pE0CMK1fE3mfU0eEOHhKw,The Mother We Share,CHVRCHES,61.0,7mYtNRrdUIZZymc5epjYHE,The Bones of What You Believe,2013-09-20,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.46,0.686,1.0,-6.43,1.0,0.0301,0.0324,4.45e-06,0.126,0.338,173.829,191294
5HLes17mwCwKt81mi0Tk35,"Archie, Marry Me",Alvvays,62.0,4PrBMzWzzoMOwm55Bfo3dt,Alvvays,2014-07-22,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.27,0.83,7.0,-4.592,1.0,0.0741,0.00956,0.434,0.142,0.205,117.314,196560
0mYslGmbnkbxuyr0ISIYtB,Lucky,Choker,63.0,1NHlnn47gB3IrP9fwahcjF,Forever & A Few,2019-02-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.477,0.328,4.0,-8.458,1.0,0.0658,0.906,7.36e-06,0.262,0.283,174.143,251034
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88.0,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.838,0.545,5.0,-6.713,1.0,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590
1M4qEo4HE3PRaCOM7EXNJq,Adore You,Harry Styles,91.0,5SL9nXZYZZl68bHwaM8uLa,Adore You,2019-12-06,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133
41o7hnySdC33otkgYzQiEJ,Wanting More,Kat Holland,31.0,2C4amIKs6QWoyvV7nGpMr1,Wanting More,2020-01-03,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.644,0.414,2.0,-10.358,1.0,0.0341,0.541,0.000133,0.0835,0.651,92.049,213913
0afEXSeJYJJEhPSQonZtIe,Like It or Not,Ksenia,39.0,6Gnj93HiNe3JbUByKNtp6i,Like It or Not,2019-12-12,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.762,0.525,11.0,-7.066,1.0,0.13,0.0374,0.000168,0.0944,0.632,166.021,179277
37S16UKtClsjKKl5BiqggZ,HITHER,Downlowd,33.0,074qs4FGNcv700ndWuaeJj,HITHER,2019-12-30,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.793,0.749,1.0,-6.948,1.0,0.0564,0.00219,0.845,0.0945,0.164,137.019,252263
4j7zS5GLS1nl5TBu0CFISZ,I've Changed,Asher Knight,42.0,1ID5p56l4DF1D1wpJqExul,I've Changed,2019-10-04,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.657,0.73,8.0,-6.294,1.0,0.0633,0.118,4.21e-06,0.152,0.249,92.883,215448
1nihX7AXe5qdt3OmDcstTb,Senses,KINGDØMS,41.0,6cI8Fq1iIqpuXovoGjgQap,Senses,2020-01-20,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.708,0.662,9.0,-7.492,1.0,0.0791,0.0194,0.00132,0.0882,0.281,115.999,237026
6xPVnZ5WcK9sh9FyYIkiW3,Knowing,Davina Leone,13.0,02fAKALDV5slNocSfioQlN,Knowing,2019-11-29,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.37,0.196,1.0,-15.067,1.0,0.0296,0.915,0.000116,0.147,0.215,35.477,61385
3WbIpsZLokLA1qahPaO3rm,Fantasy,TYFI,43.0,1w2vriSoU09KyBfPY1zPbu,Fantasy,2019-11-29,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.669,0.761,6.0,-5.159,1.0,0.0514,0.354,0.000134,0.351,0.702,119.975,188875
5FqL5YY9Siw30iQHx7NVE9,Dead Types,Don Mills,44.0,7H41LGg5Hp70rk3FoXR8xP,Dead Types,2020-01-09,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.697,0.662,5.0,-7.831,1.0,0.208,0.112,0.129,0.11,0.326,92.023,213913
7gHs73wELdeycvS48JfIos,Faded,Alan Walker,77.0,5HMjpBO0v78ayq5lreAyDd,Faded,2015-12-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.589,0.651,6.0,-5.097,1.0,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,212627
4VrWlk8IQxevMvERoX08iC,Chandelier,Sia,79.0,3xFSl9lIRaYXIYkIn3OIl9,1000 Forms Of Fear,2014-07-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.399,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120
0871vn05d33xTvZllwVWKq,Sass Cafe,Josh Stanley,41.0,1eiSdwoRudvGTSBa5WOHlr,Sass Cafe,2019-06-07,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.799,0.616,1.0,-9.501,1.0,0.262,0.343,4.15e-05,0.14,0.356,95.055,160800
1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,The Chainsmokers,81.0,2SByipSK8eZ2pasaIwwzhf,Don't Let Me Down,2016-02-05,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,208373
4esOae7i4rqTbAu9o5Pxco,Girl On Fire,Alicia Keys,75.0,3zZSz5VOYSu0jE4MkPCOvN,Girl on Fire (Remixes) - EP,2012-11-18,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.482,0.706,9.0,-5.762,1.0,0.0609,0.135,0.00106,0.105,0.144,92.494,224920
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,Avicii,25.0,02h9kO2oLKnLtycgbElKsw,True,2013-01-01,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),P!nk,80.0,2Q9oTK48eb85waX1fFJsvj,The Truth About Love,2012-09-18,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441,95.002,242733
6N22FZs2ZhPBYi3b9XPajV,Still Don't Know My Name,Labrinth,75.0,788r22Bhr3IHLTNPy8pZea,Euphoria (Original Score from the HBO Series),2019-10-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.314,0.63,5.0,-5.963,1.0,0.116,0.471,0.266,0.205,0.312,88.244,153294
5jE48hhRu8E6zBDPRSkEq7,All About That Bass,Meghan Trainor,70.0,5W98Ab4VvQEuFEE4TIe5fE,Title (Deluxe),2015-01-09,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.807,0.887,9.0,-3.726,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920
3bH4HzoZZFq8UpZmI2AMgV,New Light,John Mayer,80.0,5fEgDYFPUcvQy21TYoLEZ0,New Light,2018-05-10,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.828,0.689,7.0,-7.878,1.0,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015
19qn6oU2t0E72ENA0aWNsX,So What,P!nk,15.0,2MqP4akeOQpLkq7jpQqlHT,Funhouse: The Tour Edition,2008,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.535,0.888,11.0,-3.1,1.0,0.0446,0.000304,2.17e-06,0.324,0.451,126.011,215160
7xHWNBFm6ObGEQPaUxHuKO,The Greatest,Sia,74.0,2eV6DIPDnGl1idcjww6xyX,This Is Acting (Deluxe Version),2016-10-21,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.668,0.725,1.0,-6.127,1.0,0.266,0.0102,0.000479,0.0561,0.729,191.944,210227
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,A Great Big World,78.0,1yOcLa4euMk9sV7rRJ89Dl,Is There Anybody Out There?,2014-01-17,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.407,0.147,2.0,-8.822,1.0,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400
2habSXqcJGExM6JJyskY7O,Malibu,Miley Cyrus,21.0,7CUczABBlsbd5fqng9mjxo,Malibu,2017-05-11,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.565,0.782,8.0,-6.413,1.0,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,231906
7vGuf3Y35N4wmASOKLUVVU,Silence,Marshmello,81.0,2bw00gRKNKbTFOqCkohbSh,Silence,2017-08-11,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823
6Ep6BzIOB9tz3P4sWqiiAB,Radioactive,Imagine Dragons,16.0,1vAEF8F0HoRFGiYOEeJXHW,Night Visions (Deluxe),2012-09-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.473,0.777,9.0,-3.698,1.0,0.059,0.119,7.87e-05,0.671,0.21,136.249,186813
31MkGwj0SWgZaTvEt5Hgxv,What About Us,P!nk,65.0,3rHjznKxeCNz38iF3tGv4J,What About Us,2017-08-10,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.386,0.594,1.0,-6.186,1.0,0.0565,0.0254,3.03e-06,0.0873,0.187,113.843,271520
4nK5YrxbMGZstTLbvj6Gxw,Supalonely,BENEE,67.0,3ZJSoxsPMkNC9eb6gUn0Q8,STELLA & STEVE,2019-11-15,ELETRIC POP & DANCE,7316uT3vVzTidCI8cinBUv,pop,dance pop,0.863,0.631,7.0,-4.689,1.0,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480
0RX4shen8SAXV4ZdKlTOPu,Sad (feat. Afrojack) - SLVR Remix,Chico Rose,49.0,6QMOrS996LqskxLCFGXHGQ,Sad (feat. Afrojack) [SLVR Remix],2019-11-08,ELETRIC POP & DANCE,7316uT3vVzTidCI8cinBUv,pop,dance pop,0.651,0.925,1.0,-3.382,1.0,0.0666,0.0232,0.0134,0.0567,0.52,127.994,163125
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,85.0,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,2019-10-25,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.529,0.9,1.0,-3.503,1.0,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,95.0,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,91.0,6ylFfzx32ICw4L1A7YWNLN,OASIS,2019-06-28,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.754,0.646,7.0,-5.795,1.0,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573
2TH65lNHgvLxCKXM3apjxI,Callaita,Bad Bunny,90.0,06S3Qjh4QWLtn6c7CVhYh7,Callaita,2019-05-31,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534
6osaMSJh9NguagEDQcZaKx,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,88.0,2MFS6WG6jnPAgvJpV3PehR,Carte Blanche,2019-07-25,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.694,0.758,11.0,-2.986,1.0,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195
7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",ROSALÍA,88.0,3844bY26oeSkqd06th4EYp,"Yo x Ti, Tu x Mi",2019-08-15,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.78,0.759,1.0,-3.292,1.0,0.225,0.462,0.000868,0.143,0.579,91.952,201040
0Z26mbSHJ1dkUu7g9DDgif,Trigger,Major Lazer,80.0,3Fcqa5sb0vVYEEDHzkiOA1,Trigger,2019-10-24,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.57,0.585,8.0,-7.041,1.0,0.251,0.128,9.7e-05,0.111,0.378,97.285,171987
0rIAC4PXANcKmitJfoqmVm,Motivation,Normani,83.0,2r6BEK0wzXbL8JHyCkeJkG,Motivation,2019-08-16,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.599,0.887,4.0,-3.967,1.0,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837
0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,80.0,6Ad1E9vl75ZB3Ir87zwXIJ,TIM,2019-06-06,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.592,0.873,9.0,-5.65,1.0,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262
5EpR6BqAnwR9PPl6sIrzGy,Who's Got Your Love,Cheat Codes,64.0,2ddicfthS1XeBDkhDqnWI3,Who's Got Your Love,2019-03-15,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.704,0.888,11.0,-2.872,1.0,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
1rCcsYnmqbMYdkG7kS9GC5,Speechless (feat. Erika Sirola),Robin Schulz,78.0,6c9vwMfJN8ojcFFmPWEPRE,Speechless (feat. Erika Sirola),2018-11-16,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.574,0.728,1.0,-4.777,1.0,0.062,0.0161,1.42e-06,0.0851,0.266,125.047,214942
0M0FvSNRZmDz0Z769rewlI,Fire In My Soul,Oliver Heldens,70.0,06TsYXlEgyZa8Z8DkguJy5,Fire In My Soul,2018-10-26,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.592,0.977,6.0,-3.389,1.0,0.312,0.206,0.000103,0.0703,0.496,126.178,175254
7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,79.0,4ZIaWbFnkMozASM1CA59K6,So Close (feat. Georgia Ku),2018-11-02,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.7,0.872,10.0,-5.896,1.0,0.0666,0.121,7.08e-06,0.103,0.761,125.03,190302
4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,78.0,0pF0oyuPNdOObniB1Ng0kW,7/27 (Deluxe),2016-05-27,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.803,0.585,8.0,-5.861,1.0,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,214480
0yVAi0bRRQjgKSrBsnB8R9,Underwater,Cody Simpson,61.0,1Cop9XDu07OussxezcVeax,Wave Two,2019-02-22,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.642,0.608,9.0,-7.514,1.0,0.0357,0.12,0.000118,0.103,0.303,97.017,208960
44ADyYoY5liaRa3EOAl4uf,Slide Away,Miley Cyrus,81.0,0SHGFAL8WZUvpWb5iLPp6E,Slide Away,2019-08-16,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.53,0.538,5.0,-6.672,1.0,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654
4GAFlFLouTialsJv1kiKaC,Feeling So Good,Ashley Tisdale,56.0,2SeQhMEDBwMPuU1yykP2mh,Symptoms,2019-05-03,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.727,0.702,4.0,-6.19,1.0,0.131,0.0991,9.42e-06,0.739,0.525,110.005,187160
4rkUEE5iTzG0szS8k8QzqR,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,72.0,7JsgaEeIsP8gpRxmA30ErD,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)",2015-04-14,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.383,0.616,5.0,-7.118,1.0,0.0515,0.314,7.21e-06,0.11,0.48,147.625,208667
3WVhkjB7Y4xFruqoCAajBb,Sue Me,Sabrina Carpenter,75.0,29mlGxS6kxq1EHxlX1EAZK,Singular Act I,2018-11-09,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.46,0.809,6.0,-5.415,1.0,0.326,0.0422,5.04e-05,0.138,0.609,157.184,179227
20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,76.0,6SSSF9Y6MiPdQoxqBptrR2,Kiss,2012-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,88.0,3YPFaTR7WMi1Hd4NVKdCJx,Rare,2020-01-10,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.838,0.545,5.0,-6.713,1.0,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,77.0,3zXjR3y2dUWklKmmp6lEhy,Let Go,2002-06-04,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.585,0.776,5.0,-5.898,1.0,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507
0QVAlchLCx15ZLSoR9Wg1B,Higher,The Saturdays,57.0,5IZLz1qxZ3N2SXLCR9Pv4g,Headlines,2010-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.639,0.862,10.0,-3.292,1.0,0.0341,0.049,6.81e-06,0.264,0.596,117.011,207613
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,94.0,3Vsbl0diFGw8HNSjG8ue9m,Romance,2019-12-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.724,0.491,8.0,-6.024,1.0,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746
7JTg1KbHm4FXeKL8vSmTqP,I Luv U (with R3HAB),Sofia Carson,71.0,2VQEh1cPVhuRMOnMIquk8v,I Luv U (with R3HAB),2019-12-16,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.875,0.558,1.0,-6.164,1.0,0.0641,0.0532,2.14e-05,0.116,0.44,96.072,150938
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,Christina Perri,79.0,15yvc643iYfQtb6zh9NEJo,A Thousand Years,2011-10-18,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.421,0.407,10.0,-7.445,1.0,0.0267,0.309,0.000961,0.11,0.161,139.028,285120
65YX6qx31L6SOQlrSMGYeM,Who I Am,Nick Jonas & The Administration,49.0,5ujKKeQEPzfCsDbrv7ZRBU,Who I AM,2010-02-02,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.636,0.763,4.0,-5.588,1.0,0.035,0.0773,2.81e-05,0.174,0.756,107.256,245573
